Order_ID,Customer_ID,Order_Date,Region,Category,Product_Name,Quantity,Unit_Price,Discount,Sales_Amount,Profit,Payment_Method,Customer_Type,Sales_Channel
ORD0447,CUST8434,2024-05-02,West,Sports,Football,10,1767.75,0.07,16440.07,2758.19,Cash,New,Online
ORD0448,CUST3429,2023-07-09,North,Clothing,Jacket,10,1264.7,0.25,9485.25,868.16,UPI,New,Online
ORD0449,CUST3643,2023-07-02,East,Electronics,Headphones,6,1842.36,0.01,10943.62,1459.78,Net Banking,New,Retail
ORD0450,CUST2108,2024-01-24,West,Sports,Tennis Racket,1,204.39,0.09,185.99,23.01,Net Banking,New,Retail
ORD0451,CUST4438,2024-06-21,South,Food,Beverages,2,1395.35,0.08,2567.44,399.01,Net Banking,New,Online
ORD0452,CUST5705,2024-12-24,West,Sports,Football,8,1453.67,0.18,9536.08,1980.04,Net Banking,Returning,Retail
ORD0453,CUST9069,2024-05-24,South,Sports,Tennis Racket,3,1236.29,0.15,3152.54,617.38,Net Banking,New,Retail
ORD0454,CUST7793,2023-08-01,West,Clothing,T-Shirt,2,67.49,0.19,109.33,8.05,Credit Card,Returning,Retail
ORD0455,CUST6042,2023-03-11,East,Sports,Cricket Bat,1,1288.42,0.21,1017.85,102.68,Net Banking,Returning,Online
ORD0456,CUST4178,2023-06-29,East,Electronics,Headphones,6,804.18,0.17,4004.82,969.26,UPI,Returning,Retail
ORD0457,CUST8577,2023-12-10,West,Electronics,Smartphone,8,327.66,0.14,2254.3,502.81,Credit Card,Returning,Retail
ORD0458,CUST2084,2023-12-29,South,Sports,Football,4,1163.25,0.1,4187.7,976.73,UPI,New,Retail
ORD0459,CUST6152,2023-11-12,North,Food,Beverages,10,1219.26,0.06,11461.04,840.88,UPI,Returning,Online
ORD0460,CUST3867,2023-11-06,North,Food,Beverages,6,914.77,0.29,3896.92,363.3,UPI,New,Online
ORD0461,CUST6572,2023-07-14,West,Electronics,Tablet,9,69.37,0.14,536.92,80.54,Net Banking,Returning,Retail
ORD0462,CUST7350,2024-04-15,North,Clothing,T-Shirt,9,1359.9,0.04,11749.54,2290.15,Credit Card,Returning,Online
ORD0463,CUST6119,2024-11-05,North,Sports,Football,6,944.41,0.01,5609.8,864.56,Net Banking,Returning,Online
ORD0464,CUST2927,2024-11-18,East,Furniture,Table,4,587.4,0.16,1973.66,403.73,Debit Card,New,Retail
ORD0465,CUST6218,2024-07-16,East,Electronics,Laptop,10,1128.06,0.03,10942.18,1734.4,Debit Card,Returning,Online
ORD0466,CUST1475,2023-05-14,West,Clothing,T-Shirt,5,1234.26,0.1,5554.17,770.53,Credit Card,New,Retail
ORD0467,CUST8304,2024-10-06,East,Electronics,Laptop,7,796.0,0.21,4401.88,1004.75,UPI,Returning,Online
ORD0468,CUST8672,2024-12-16,North,Sports,Football,8,1144.22,0.03,8879.15,1868.8,Cash,Returning,Retail
ORD0469,CUST7423,2024-01-08,South,Food,Beverages,4,304.57,0.27,889.34,90.37,UPI,Returning,Retail
ORD0470,CUST5624,2023-06-24,East,Food,Snacks,2,961.16,0.11,1710.86,243.37,Net Banking,New,Online
ORD0471,CUST7566,2024-04-17,West,Food,Snacks,6,1121.18,0.02,6592.54,727.97,Debit Card,New,Online
ORD0472,CUST6606,2024-03-21,South,Food,Bakery,2,694.61,0.24,1055.81,177.58,Debit Card,New,Retail
ORD0473,CUST2140,2024-02-20,North,Electronics,Tablet,6,1119.07,0.25,5035.82,429.23,Net Banking,Returning,Retail
ORD0474,CUST1003,2024-10-13,South,Food,Snacks,2,450.87,0.04,865.67,143.83,Debit Card,Returning,Retail
ORD0475,CUST5989,2024-11-26,West,Food,Bakery,4,427.21,0.26,1264.54,139.03,UPI,New,Online
ORD0476,CUST1013,2023-02-24,East,Sports,Gym Kit,3,1707.96,0.02,5021.4,1156.0,Credit Card,Returning,Online
ORD0477,CUST8130,2024-01-26,South,Clothing,Shoes,10,800.65,0.1,7205.85,911.96,Debit Card,Returning,Online
ORD0478,CUST3056,2024-11-17,South,Clothing,Shoes,6,1683.13,0.05,9593.84,2393.58,Credit Card,New,Online
ORD0479,CUST8471,2024-03-01,West,Clothing,Shoes,7,1950.45,0.04,13107.02,1015.06,Net Banking,New,Retail
ORD0480,CUST1121,2024-03-10,West,Sports,Gym Kit,9,1643.74,0.12,13018.42,1238.68,Debit Card,Returning,Retail
ORD0481,CUST8889,2023-04-26,North,Sports,Tennis Racket,1,1956.9,0.17,1624.23,310.19,Debit Card,Returning,Retail
ORD0482,CUST2279,2024-11-10,East,Sports,Football,9,1782.03,0.03,15557.12,2247.85,Net Banking,New,Retail
ORD0483,CUST7897,2023-12-06,East,Sports,Football,8,918.99,0.27,5366.9,884.43,UPI,Returning,Online
ORD0484,CUST1845,2024-08-09,East,Electronics,Headphones,10,535.68,0.19,4339.01,718.66,Net Banking,New,Retail
ORD0485,CUST5603,2023-05-16,East,Food,Snacks,3,1021.08,0.26,2266.8,239.31,UPI,New,Online
ORD0486,CUST5280,2023-06-29,South,Sports,Cricket Bat,10,1483.16,0.2,11865.28,1470.74,Cash,New,Online
ORD0487,CUST7277,2024-02-27,South,Furniture,Chair,3,1199.18,0.25,2698.15,586.91,Cash,New,Online
ORD0488,CUST8602,2023-06-21,West,Sports,Tennis Racket,1,1291.68,0.23,994.59,72.8,Cash,Returning,Retail
ORD0489,CUST8122,2024-06-27,North,Sports,Cricket Bat,7,1373.35,0.12,8459.84,867.35,UPI,Returning,Retail
ORD0490,CUST5466,2024-03-18,East,Furniture,Chair,2,1837.07,0.19,2976.05,717.93,UPI,Returning,Online
ORD0491,CUST4193,2024-08-25,East,Furniture,Bed,8,1550.84,0.22,9677.24,1905.09,Debit Card,Returning,Online
ORD0492,CUST4594,2023-12-26,East,Electronics,Laptop,1,834.27,0.16,700.79,131.12,UPI,New,Online
ORD0493,CUST2995,2024-09-05,North,Electronics,Laptop,1,1878.24,0.2,1502.59,326.2,Credit Card,New,Retail
ORD0494,CUST8429,2023-03-19,East,Sports,Cricket Bat,2,1397.39,0.08,2571.2,368.69,Cash,Returning,Retail
ORD0495,CUST5230,2023-03-03,East,Clothing,T-Shirt,5,1558.67,0.11,6936.08,808.27,Debit Card,Returning,Online
ORD0496,CUST8065,2024-07-07,South,Food,Beverages,10,797.42,0.19,6459.1,463.03,Net Banking,New,Retail
ORD0497,CUST1307,2024-04-01,West,Furniture,Chair,1,164.38,0.17,136.44,13.66,Debit Card,New,Online
ORD0498,CUST9039,2024-06-11,West,Food,Groceries,3,1406.11,0.27,3079.38,507.88,Cash,Returning,Online
ORD0499,CUST9770,2023-05-05,East,Sports,Cricket Bat,1,781.16,0.21,617.12,127.11,UPI,Returning,Retail
ORD0500,CUST5750,2024-04-15,South,Electronics,Laptop,6,1078.56,0.29,4594.67,303.67,Debit Card,New,Retail
ORD0501,CUST8175,2023-03-28,South,Clothing,Jacket,7,1794.99,0.19,10177.59,1240.16,Debit Card,New,Online
ORD0502,CUST9748,2024-05-26,West,Electronics,Smartphone,8,789.76,0.24,4801.74,857.98,Credit Card,New,Retail
ORD0503,CUST8509,2024-06-19,South,Electronics,Headphones,1,822.91,0.06,773.54,139.83,Net Banking,New,Online
ORD0504,CUST4976,2023-02-16,South,Electronics,Smartphone,8,1314.59,0.14,9044.38,2112.8,Credit Card,New,Online
ORD0505,CUST2870,2023-04-19,West,Furniture,Chair,8,1230.23,0.25,7381.38,463.49,Net Banking,New,Online
ORD0506,CUST2979,2023-11-29,South,Clothing,Shoes,6,1626.81,0.29,6930.21,1286.8,UPI,New,Online
ORD0507,CUST7060,2023-06-22,South,Sports,Cricket Bat,6,145.18,0.08,801.39,161.49,Cash,New,Online
ORD0508,CUST1104,2023-03-24,North,Clothing,T-Shirt,10,764.74,0.05,7265.03,1641.35,Debit Card,New,Retail
ORD0509,CUST4919,2024-02-26,South,Food,Bakery,3,428.2,0.19,1040.53,160.88,Net Banking,New,Online
ORD0510,CUST9686,2023-05-01,North,Food,Snacks,5,708.75,0.0,3543.75,344.2,Net Banking,Returning,Online
ORD0511,CUST9151,2024-04-30,South,Food,Beverages,5,125.08,0.03,606.64,48.44,Debit Card,New,Online
ORD0512,CUST1709,2024-04-09,North,Furniture,Sofa,4,880.65,0.1,3170.34,669.04,Credit Card,New,Online
ORD0513,CUST6340,2024-08-29,West,Electronics,Tablet,9,249.81,0.27,1641.25,318.86,Debit Card,Returning,Online
ORD0514,CUST4615,2024-01-20,North,Electronics,Headphones,4,214.17,0.22,668.21,149.66,Cash,Returning,Online
ORD0515,CUST8499,2023-05-20,South,Food,Beverages,4,1857.22,0.14,6388.84,814.36,UPI,Returning,Online
ORD0516,CUST8513,2024-04-21,West,Furniture,Table,1,1390.58,0.02,1362.77,105.34,Debit Card,Returning,Online
ORD0517,CUST2416,2023-08-24,West,Furniture,Table,10,1813.04,0.17,15048.23,2416.01,Net Banking,Returning,Online
ORD0518,CUST5060,2023-09-10,East,Sports,Gym Kit,8,572.76,0.22,3574.02,704.92,Cash,New,Online
ORD0519,CUST1550,2024-05-31,West,Sports,Football,7,1960.76,0.01,13588.07,1958.46,Net Banking,Returning,Retail
ORD0520,CUST4571,2024-02-21,South,Electronics,Tablet,8,496.21,0.17,3294.83,172.93,UPI,Returning,Online
ORD0521,CUST1399,2024-08-07,West,Electronics,Laptop,8,1344.69,0.05,10219.64,1449.72,Cash,New,Retail
ORD0522,CUST6454,2024-01-30,North,Clothing,Jacket,8,1413.73,0.0,11309.84,1984.44,UPI,Returning,Retail
ORD0523,CUST6963,2024-06-11,North,Sports,Cricket Bat,2,1248.5,0.1,2247.3,531.37,Credit Card,Returning,Retail
ORD0524,CUST4354,2024-07-28,South,Food,Snacks,6,745.54,0.19,3623.32,691.96,UPI,New,Online
ORD0525,CUST5540,2024-03-09,North,Food,Beverages,4,654.52,0.27,1911.2,288.04,Credit Card,Returning,Retail
ORD0526,CUST9730,2024-11-25,East,Food,Bakery,9,1062.83,0.04,9182.85,1762.79,Cash,Returning,Online
ORD0527,CUST2791,2023-03-20,South,Clothing,Shoes,2,178.74,0.27,260.96,28.1,UPI,New,Online
ORD0528,CUST9870,2024-11-29,South,Food,Beverages,4,1050.96,0.19,3405.11,369.91,Cash,Returning,Retail
ORD0529,CUST6503,2024-06-16,West,Food,Snacks,5,394.34,0.01,1951.98,410.69,Net Banking,Returning,Retail
ORD0530,CUST5259,2023-06-25,South,Food,Bakery,8,622.08,0.04,4777.57,993.11,Cash,Returning,Retail
ORD0531,CUST9770,2023-06-14,East,Electronics,Smartphone,6,583.08,0.29,2483.92,431.52,Debit Card,New,Online
ORD0532,CUST7056,2023-09-24,South,Clothing,Jeans,2,101.48,0.09,184.69,13.91,Debit Card,New,Retail
ORD0533,CUST1408,2023-05-05,West,Furniture,Table,6,907.89,0.29,3867.61,606.17,Cash,New,Retail
ORD0534,CUST5842,2024-10-24,West,Furniture,Table,1,1940.9,0.16,1630.36,246.97,UPI,New,Retail
ORD0535,CUST1406,2023-11-12,West,Furniture,Chair,8,1802.35,0.04,13842.05,2217.39,Net Banking,New,Retail
ORD0536,CUST5553,2023-08-16,South,Furniture,Chair,6,128.97,0.19,626.79,104.48,Credit Card,New,Retail
ORD0537,CUST6915,2023-02-27,West,Electronics,Tablet,4,991.12,0.18,3250.87,495.14,Debit Card,Returning,Retail
ORD0538,CUST2435,2024-07-28,South,Food,Groceries,1,583.61,0.11,519.41,127.52,Cash,Returning,Retail
ORD0539,CUST2410,2024-09-04,South,Furniture,Table,7,1462.64,0.12,9009.86,1956.06,Debit Card,Returning,Retail
ORD0540,CUST7708,2023-01-07,East,Sports,Tennis Racket,2,1867.64,0.18,3062.93,383.34,Cash,New,Retail
ORD0541,CUST5947,2023-02-13,East,Sports,Cricket Bat,4,388.29,0.11,1382.31,222.24,Cash,Returning,Online
ORD0542,CUST3034,2024-04-28,East,Electronics,Laptop,3,540.1,0.29,1150.41,249.46,Cash,New,Retail
ORD0543,CUST6927,2024-09-05,West,Clothing,T-Shirt,2,1534.14,0.15,2608.04,636.69,Net Banking,Returning,Retail
ORD0544,CUST1958,2023-06-16,South,Food,Snacks,6,1034.8,0.17,5153.3,1128.86,UPI,Returning,Online
ORD0545,CUST1798,2023-12-31,East,Furniture,Table,1,559.89,0.13,487.1,113.21,UPI,New,Online
ORD0546,CUST5932,2024-12-02,East,Clothing,T-Shirt,10,1510.2,0.16,12685.68,2847.79,UPI,New,Retail
ORD0547,CUST3671,2023-12-15,North,Clothing,T-Shirt,3,1045.98,0.11,2792.77,410.48,Debit Card,New,Online
ORD0548,CUST8856,2023-01-18,East,Clothing,T-Shirt,7,931.77,0.02,6391.94,1366.4,UPI,Returning,Online
ORD0549,CUST3108,2023-08-16,South,Food,Groceries,3,1425.59,0.01,4234.0,901.48,Debit Card,Returning,Online
ORD0550,CUST8934,2023-01-20,West,Clothing,Jeans,2,861.11,0.23,1326.11,95.94,Credit Card,New,Online
ORD0551,CUST1168,2024-11-14,North,Electronics,Laptop,8,255.47,0.08,1880.26,118.93,Credit Card,New,Online
ORD0552,CUST6698,2024-08-16,East,Clothing,Jacket,1,199.74,0.25,149.81,35.71,Debit Card,New,Online
ORD0553,CUST1070,2024-07-04,North,Electronics,Laptop,9,449.66,0.06,3804.12,404.65,Debit Card,Returning,Retail
ORD0554,CUST7948,2024-01-24,South,Sports,Cricket Bat,8,1353.58,0.03,10503.78,2278.78,Net Banking,New,Retail
ORD0555,CUST5723,2024-01-05,North,Electronics,Headphones,2,942.49,0.16,1583.38,236.18,Credit Card,Returning,Retail
ORD0556,CUST4700,2024-03-30,West,Electronics,Tablet,5,924.75,0.22,3606.53,675.9,UPI,Returning,Online
ORD0557,CUST7494,2023-04-18,West,Electronics,Tablet,6,375.01,0.3,1575.04,233.63,Net Banking,New,Online
ORD0558,CUST2060,2023-06-22,East,Clothing,Shoes,7,1396.17,0.29,6938.96,1375.9,Debit Card,Returning,Online
ORD0559,CUST5472,2024-12-31,West,Sports,Gym Kit,2,481.08,0.13,837.08,125.41,UPI,Returning,Retail
ORD0560,CUST4781,2024-05-24,South,Food,Groceries,3,1540.64,0.03,4483.26,448.94,Credit Card,New,Online
ORD0561,CUST5960,2023-06-06,North,Electronics,Tablet,1,1944.7,0.11,1730.78,321.65,Credit Card,Returning,Retail
ORD0562,CUST9955,2024-07-07,North,Clothing,Jacket,8,990.7,0.08,7291.55,865.68,Credit Card,Returning,Online
ORD0563,CUST5965,2023-07-01,South,Food,Bakery,6,1708.69,0.13,8919.36,510.15,Cash,Returning,Online
ORD0564,CUST9837,2024-07-21,West,Furniture,Bed,8,1532.74,0.17,10177.39,1507.38,Cash,New,Online
ORD0565,CUST6250,2023-10-19,North,Food,Groceries,8,1190.27,0.11,8474.72,1570.34,Credit Card,New,Online
ORD0566,CUST8014,2023-04-10,East,Furniture,Sofa,10,73.26,0.27,534.8,63.24,UPI,Returning,Retail
ORD0567,CUST2073,2024-12-05,East,Electronics,Smartphone,4,484.55,0.09,1763.76,118.15,Credit Card,Returning,Online
ORD0568,CUST5368,2024-03-07,North,Electronics,Headphones,1,932.6,0.26,690.12,112.91,Cash,New,Retail
ORD0569,CUST4373,2024-11-22,East,Food,Bakery,6,1153.63,0.24,5260.55,368.3,Cash,Returning,Online
ORD0570,CUST9779,2023-03-19,South,Sports,Tennis Racket,6,1939.47,0.06,10938.61,1937.11,UPI,Returning,Online
ORD0571,CUST2552,2024-08-15,East,Furniture,Bed,4,1256.65,0.29,3568.89,690.73,UPI,New,Retail
ORD0572,CUST8092,2023-11-04,East,Food,Beverages,6,1595.39,0.2,7657.87,845.19,Debit Card,Returning,Retail
ORD0573,CUST9178,2023-07-11,South,Furniture,Bed,9,377.59,0.01,3364.33,641.46,Cash,Returning,Retail
ORD0574,CUST5919,2024-12-02,West,Sports,Football,9,417.28,0.14,3229.75,316.76,Cash,Returning,Online
ORD0575,CUST4868,2024-09-07,West,Clothing,Shoes,5,1650.95,0.19,6686.35,677.26,Debit Card,New,Online
ORD0576,CUST7914,2024-03-22,North,Clothing,T-Shirt,4,1598.15,0.09,5817.27,855.58,Debit Card,New,Retail
ORD0577,CUST1691,2024-10-21,West,Clothing,T-Shirt,5,1583.55,0.08,7284.33,1166.52,Credit Card,New,Online
ORD0578,CUST2479,2024-11-04,West,Furniture,Sofa,2,1803.14,0.12,3173.53,389.35,Debit Card,New,Online
ORD0579,CUST5125,2024-06-21,West,Sports,Football,9,1335.15,0.17,9973.57,2044.81,Credit Card,New,Online
ORD0580,CUST4571,2024-03-09,South,Furniture,Sofa,10,1479.73,0.24,11245.95,2235.6,Credit Card,New,Online
ORD0581,CUST2850,2024-01-19,East,Furniture,Bed,7,523.53,0.18,3005.06,444.96,Net Banking,Returning,Retail
ORD0582,CUST1570,2023-01-22,North,Clothing,Jacket,3,738.74,0.21,1750.81,375.15,Debit Card,Returning,Retail
ORD0583,CUST7438,2023-01-09,East,Furniture,Sofa,2,1079.12,0.07,2007.16,277.95,UPI,New,Online
ORD0584,CUST7656,2024-10-21,North,Furniture,Table,3,1833.46,0.19,4455.31,1006.43,UPI,New,Retail
ORD0585,CUST5275,2023-06-14,North,Food,Bakery,6,1440.42,0.26,6395.46,1368.94,UPI,Returning,Retail
ORD0586,CUST3229,2024-10-18,North,Food,Snacks,1,1289.92,0.06,1212.52,168.15,Cash,New,Retail
ORD0587,CUST3131,2024-10-26,West,Furniture,Chair,2,332.49,0.15,565.23,137.88,UPI,Returning,Retail
ORD0588,CUST2382,2023-07-23,West,Clothing,Jacket,3,1381.18,0.25,3107.65,652.31,UPI,New,Retail
ORD0589,CUST4747,2024-10-03,North,Food,Beverages,1,1897.26,0.28,1366.03,245.09,Cash,New,Retail
ORD0590,CUST3787,2024-01-12,North,Clothing,T-Shirt,7,1243.65,0.18,7138.55,570.01,Credit Card,Returning,Retail
ORD0591,CUST5717,2023-09-30,West,Food,Snacks,4,1432.86,0.06,5387.55,1198.12,Cash,New,Retail
ORD0592,CUST1471,2023-05-30,East,Clothing,Jeans,5,1458.88,0.06,6856.74,590.19,UPI,New,Retail
ORD0593,CUST6296,2023-05-17,West,Clothing,Jacket,10,1374.85,0.14,11823.71,615.59,Debit Card,Returning,Retail
ORD0594,CUST8715,2023-08-29,East,Sports,Tennis Racket,2,208.65,0.02,408.95,47.67,Net Banking,New,Online
ORD0595,CUST1673,2024-07-26,South,Furniture,Bed,5,1955.5,0.2,7822.0,597.97,UPI,New,Retail
ORD0596,CUST2914,2023-09-24,East,Furniture,Bed,3,197.5,0.21,468.08,63.93,Credit Card,New,Retail
ORD0597,CUST9470,2023-09-28,East,Furniture,Sofa,7,580.19,0.26,3005.38,518.69,Cash,New,Retail
ORD0598,CUST4095,2023-02-24,South,Food,Beverages,9,1709.01,0.2,12304.87,2579.64,Credit Card,New,Online
ORD0599,CUST1668,2024-05-21,West,Electronics,Tablet,5,343.84,0.14,1478.51,108.23,UPI,Returning,Retail
ORD0600,CUST3757,2023-07-04,East,Food,Snacks,3,264.84,0.03,770.68,172.35,Net Banking,New,Online
ORD0601,CUST6384,2023-04-07,North,Sports,Cricket Bat,7,1842.42,0.07,11994.15,1794.59,UPI,New,Retail
ORD0602,CUST8861,2024-11-06,West,Furniture,Chair,6,324.48,0.02,1907.94,412.38,UPI,New,Retail
ORD0603,CUST3118,2024-08-05,South,Electronics,Tablet,6,1895.89,0.3,7962.74,1842.38,Credit Card,Returning,Retail
ORD0604,CUST4933,2023-07-02,West,Electronics,Laptop,9,1904.76,0.11,15257.13,1979.94,Credit Card,New,Online
ORD0605,CUST5891,2023-05-04,West,Clothing,Shoes,7,584.17,0.23,3148.68,569.32,Cash,Returning,Online
ORD0606,CUST5398,2024-05-02,West,Furniture,Chair,6,1035.05,0.15,5278.75,1198.71,Credit Card,Returning,Retail
ORD0607,CUST4673,2024-04-19,South,Sports,Cricket Bat,7,1268.76,0.03,8614.88,1315.22,Cash,New,Retail
ORD0608,CUST5921,2023-05-11,South,Food,Bakery,2,1816.27,0.14,3123.98,249.05,Net Banking,Returning,Retail
ORD0609,CUST7766,2024-03-11,North,Sports,Football,9,171.53,0.01,1528.33,109.32,Cash,Returning,Retail
ORD0610,CUST7438,2023-07-06,North,Furniture,Chair,9,52.21,0.22,366.51,52.26,Credit Card,Returning,Retail
ORD0611,CUST4458,2023-07-11,South,Furniture,Bed,8,1255.14,0.08,9237.83,2247.97,Credit Card,Returning,Online
ORD0612,CUST7637,2024-04-16,West,Food,Snacks,1,801.97,0.0,801.97,145.29,UPI,Returning,Retail
ORD0613,CUST4083,2024-12-13,North,Furniture,Chair,3,287.53,0.06,810.83,172.86,Debit Card,Returning,Online
ORD0614,CUST7912,2024-04-30,North,Clothing,Shoes,9,398.01,0.09,3259.7,465.11,Credit Card,New,Online
ORD0615,CUST7418,2023-10-29,North,Food,Bakery,8,58.86,0.13,409.67,40.36,UPI,New,Online
ORD0616,CUST1606,2023-10-25,West,Food,Bakery,8,1479.42,0.18,9705.0,1561.16,Cash,Returning,Retail
ORD0617,CUST7834,2023-10-02,West,Clothing,T-Shirt,9,57.66,0.17,430.72,69.2,Credit Card,Returning,Retail
ORD0618,CUST4802,2024-03-24,South,Food,Bakery,1,339.44,0.22,264.76,38.09,Net Banking,Returning,Retail
ORD0619,CUST8738,2024-01-04,South,Clothing,Jacket,7,1920.41,0.25,10082.15,1861.38,Net Banking,New,Retail
ORD0620,CUST9089,2024-03-01,East,Electronics,Tablet,3,363.12,0.05,1034.89,153.62,Debit Card,New,Online
ORD0621,CUST1523,2024-05-30,North,Electronics,Headphones,5,726.95,0.05,3453.01,744.43,UPI,Returning,Online
ORD0622,CUST1764,2023-12-30,East,Sports,Cricket Bat,2,1132.72,0.15,1925.62,478.96,Debit Card,New,Online
ORD0623,CUST1687,2023-04-15,North,Food,Bakery,2,1949.83,0.23,3002.74,516.26,Debit Card,New,Online
ORD0624,CUST3527,2023-04-12,East,Furniture,Table,5,1422.16,0.23,5475.32,819.54,UPI,New,Online
ORD0625,CUST6592,2024-04-30,East,Clothing,Shoes,7,1543.05,0.0,10801.35,2343.49,Net Banking,New,Online
ORD0626,CUST7909,2024-06-26,South,Furniture,Sofa,7,734.07,0.2,4110.79,330.19,Debit Card,Returning,Retail
ORD0627,CUST1162,2023-05-30,North,Food,Bakery,9,1593.32,0.11,12762.49,714.09,Credit Card,Returning,Retail
ORD0628,CUST3473,2024-10-18,North,Food,Beverages,7,141.71,0.23,763.82,139.04,Net Banking,Returning,Retail
ORD0629,CUST3406,2024-06-24,West,Food,Groceries,6,1820.28,0.0,10921.68,1157.22,Cash,New,Retail
ORD0630,CUST3064,2024-02-04,East,Furniture,Bed,4,1764.33,0.03,6845.6,1078.09,Debit Card,New,Retail
ORD0631,CUST4954,2023-09-22,East,Sports,Tennis Racket,3,66.38,0.27,145.37,22.97,Cash,New,Online
ORD0632,CUST8352,2023-05-08,East,Furniture,Sofa,9,721.86,0.01,6431.77,1158.96,Net Banking,New,Retail
ORD0633,CUST4831,2024-06-30,East,Furniture,Table,10,1139.88,0.27,8321.12,1460.76,UPI,Returning,Online
ORD0634,CUST8443,2024-01-05,North,Food,Beverages,2,669.14,0.17,1110.77,238.34,Debit Card,Returning,Retail
ORD0635,CUST7050,2023-03-21,West,Electronics,Laptop,1,861.28,0.04,826.83,76.86,Net Banking,Returning,Retail
ORD0636,CUST3668,2024-03-02,South,Sports,Gym Kit,7,1993.09,0.21,11021.79,2640.42,Net Banking,New,Retail
ORD0637,CUST1534,2024-04-29,South,Food,Beverages,9,1729.28,0.04,14940.98,1382.47,Net Banking,Returning,Online
ORD0638,CUST2929,2023-06-06,East,Sports,Gym Kit,2,259.32,0.17,430.47,24.99,UPI,Returning,Retail
ORD0639,CUST5999,2023-02-19,East,Furniture,Bed,1,1586.58,0.04,1523.12,255.77,Debit Card,New,Retail
ORD0640,CUST6074,2024-08-09,West,Electronics,Laptop,9,710.32,0.26,4730.73,631.62,UPI,Returning,Retail
ORD0641,CUST3440,2024-04-04,East,Sports,Cricket Bat,3,1019.43,0.14,2630.13,368.18,Credit Card,Returning,Retail
ORD0642,CUST2450,2023-10-12,South,Clothing,Shoes,6,1091.17,0.29,4648.38,1059.87,Credit Card,Returning,Online
ORD0643,CUST9548,2024-08-06,South,Sports,Football,4,1911.23,0.16,6421.73,1294.13,Cash,New,Online
ORD0644,CUST8278,2024-08-16,North,Sports,Cricket Bat,1,564.43,0.06,530.56,114.57,Net Banking,Returning,Retail
ORD0645,CUST1394,2024-02-29,East,Sports,Football,8,1726.71,0.01,13675.54,1879.07,Cash,Returning,Online
ORD0646,CUST3526,2023-04-02,East,Electronics,Laptop,9,352.95,0.04,3049.49,308.34,Cash,New,Online
ORD0647,CUST3334,2023-11-24,West,Sports,Tennis Racket,3,73.8,0.02,216.97,27.77,UPI,Returning,Retail
ORD0648,CUST9264,2024-06-04,West,Electronics,Laptop,4,494.45,0.18,1621.8,157.8,Credit Card,Returning,Online
ORD0649,CUST1305,2023-08-28,East,Furniture,Bed,9,826.01,0.15,6318.98,830.94,Net Banking,New,Online
ORD0650,CUST4333,2024-05-27,South,Sports,Cricket Bat,5,1145.13,0.13,4981.32,1092.18,UPI,New,Online
ORD0651,CUST5739,2024-09-27,South,Sports,Gym Kit,9,914.45,0.0,8230.05,1176.32,Credit Card,New,Retail
ORD0652,CUST5609,2024-06-06,North,Furniture,Sofa,7,1998.5,0.25,10492.12,971.05,Debit Card,New,Retail
ORD0653,CUST4454,2024-03-18,East,Electronics,Tablet,2,1664.39,0.22,2596.45,648.5,UPI,Returning,Retail
ORD0654,CUST3190,2023-01-17,North,Furniture,Table,6,696.43,0.14,3593.58,610.56,Net Banking,Returning,Online
ORD0655,CUST9816,2024-02-07,North,Electronics,Smartphone,7,1120.47,0.21,6196.2,915.77,Credit Card,New,Retail
ORD0656,CUST1138,2024-12-14,North,Electronics,Headphones,7,1658.38,0.11,10331.71,882.71,Cash,Returning,Online
ORD0657,CUST6862,2024-12-27,South,Food,Snacks,4,1491.43,0.23,4593.6,854.92,Credit Card,Returning,Online
ORD0658,CUST4425,2024-09-12,North,Clothing,Shoes,6,92.86,0.15,473.59,90.37,Debit Card,Returning,Online
ORD0659,CUST3875,2024-11-29,North,Furniture,Bed,3,1112.53,0.2,2670.07,435.6,Net Banking,New,Online
ORD0660,CUST4143,2023-10-08,North,Clothing,Jacket,10,1713.85,0.26,12682.49,2482.98,Net Banking,Returning,Retail
ORD0661,CUST5489,2024-02-21,North,Electronics,Tablet,1,1710.64,0.1,1539.58,336.97,Net Banking,Returning,Retail
ORD0662,CUST1084,2023-11-20,West,Furniture,Chair,4,112.99,0.28,325.41,50.92,Debit Card,Returning,Online
ORD0663,CUST4225,2023-09-13,South,Sports,Football,4,1956.63,0.13,6809.07,441.83,UPI,Returning,Online
ORD0664,CUST5102,2023-12-09,South,Electronics,Laptop,8,875.26,0.01,6932.06,1451.88,Credit Card,Returning,Online
ORD0665,CUST8184,2024-09-06,North,Furniture,Chair,6,1048.96,0.07,5853.2,378.01,Cash,New,Online
ORD0666,CUST2015,2023-05-11,West,Electronics,Laptop,7,640.29,0.25,3361.52,211.79,Credit Card,Returning,Retail
ORD0667,CUST7735,2023-04-09,South,Electronics,Laptop,1,1127.33,0.09,1025.87,129.56,Net Banking,New,Retail
ORD0668,CUST1425,2024-11-22,West,Food,Bakery,7,1762.28,0.19,9992.13,1178.3,Net Banking,Returning,Online
ORD0669,CUST3064,2023-07-18,East,Electronics,Laptop,1,1198.45,0.02,1174.48,244.15,UPI,Returning,Retail
ORD0670,CUST8140,2023-11-16,East,Sports,Gym Kit,3,501.44,0.24,1143.28,71.0,UPI,New,Online
